t_s,V_m_V,x,R_obj_ohm,R_theo_ohm,diff_rel
1.914960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.916540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.918120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.919700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.921280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.922860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.924440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.926020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.927600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.929180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.930760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.932340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.933920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.935500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.937080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.938660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.940240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.941820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.943400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.944980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.946560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.948140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.949720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.951300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.952880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.954460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.956040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.957620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.959200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.960780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.962360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.963940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.965520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.967100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.968680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.970260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.971840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.973420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.975000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.976580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.978160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.979740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.981320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.982900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
1.984480,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
1.986060,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
1.987640,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
1.989220,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
1.990800,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
1.992380,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
1.993960,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
1.995540,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
1.997120,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
1.998700,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
2.000280,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
2.001860,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
2.003440,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
2.005020,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
2.006600,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
2.008180,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
2.009760,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
2.011340,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
2.012920,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
2.014500,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
2.016080,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
2.017660,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
2.019240,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
2.020820,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
2.022400,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
2.023980,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
2.025560,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
2.027140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.028720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.030300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.031880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.033460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.035040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.036620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.038200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.039780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.041360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.042940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.044520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.046100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.047680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.049260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.050840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.052420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.054000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.055580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.057160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.058740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.060320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.061900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.063480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.065060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.066640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.068220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.069800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.071380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.072960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.074540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.076120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.077700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.079280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.080860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.082440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.084020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.085600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.087180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.088760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.090340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.091920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.093500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.095080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.096660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.098240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.099820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.101400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.102980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.104560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.106140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.107720,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
2.109300,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
2.110880,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
2.112460,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
2.114040,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
2.115620,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
2.117200,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
2.118780,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
2.120360,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
2.121940,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
2.123520,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
2.125100,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
2.126680,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
2.128260,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
2.129840,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
2.131420,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
2.133000,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
2.134580,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
2.136160,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
2.137740,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
2.139320,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
2.140900,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
2.142480,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
2.144060,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
2.145640,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
2.147220,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
2.148800,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
2.150380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.151960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.153540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.155120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.156700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.158280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.159860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.161440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.163020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.164600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.166180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.167760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.169340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.170920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.172500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.174080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.175660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.177240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.178820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.180400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.181980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.183560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.185140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.186720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.188300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.189880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.191460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.193040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.194620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.196200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.197780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.199360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.200940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.202520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.204100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.205680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.207260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.208840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.210420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.212000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.213580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.215160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.216740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.218320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.219900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.221480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.223060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.224640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.226220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.227800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.229380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.230960,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
2.232540,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
2.234120,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
2.235700,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
2.237280,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
2.238860,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
2.240440,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
2.242020,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
2.243600,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
2.245180,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
2.246760,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
2.248340,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
2.249920,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
2.251500,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
2.253080,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
2.254660,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
2.256240,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
2.257820,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
2.259400,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
2.260980,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
2.262560,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
2.264140,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
2.265720,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
2.267300,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
2.268880,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
2.270460,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
2.272040,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
2.273620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.275200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.276780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.278360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.279940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.281520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.283100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.284680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.286260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.287840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.289420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.291000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.292580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.294160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.295740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.297320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.298900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.300480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.302060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.303640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.305220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.306800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.308380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.309960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.311540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.313120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.314700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.316280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.317860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.319440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.321020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.322600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.324180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.325760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.327340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.328920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.330500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.332080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.333660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.335240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.336820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.338400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.339980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.341560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.343140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.344720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.346300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.347880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.349460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.351040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.352620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.354200,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
2.355780,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
2.357360,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
2.358940,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
2.360520,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
2.362100,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
2.363680,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
2.365260,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
2.366840,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
2.368420,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
2.370000,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
2.371580,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
2.373160,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
2.374740,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
2.376320,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
2.377900,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
2.379480,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
2.381060,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
2.382640,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
2.384220,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
2.385800,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
2.387380,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
2.388960,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
2.390540,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
2.392120,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
2.393700,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
2.395280,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
2.396860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.398440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.400020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.401600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.403180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.404760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.406340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.407920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.409500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.411080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.412660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.414240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.415820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.417400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.418980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.420560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.422140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.423720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.425300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.426880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.428460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.430040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.431620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.433200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.434780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.436360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.437940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.439520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.441100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.442680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.444260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.445840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.447420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.449000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.450580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.452160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.453740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.455320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.456900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.458480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.460060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.461640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.463220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.464800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.466380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.467960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.469540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.471120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.472700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.474280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.475860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
2.477440,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
2.479020,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
2.480600,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
2.482180,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
2.483760,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
2.485340,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
2.486920,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
2.488500,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
2.490080,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
2.491660,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
2.493240,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
2.494820,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
2.496400,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
2.497980,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
2.499560,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
2.501140,0.000000,0.998899,10539.6723,10539.6723,0.000e+00
2.502720,0.000000,0.997401,11273.7369,11273.7369,0.000e+00
2.504300,0.000000,0.995905,12006.6426,12006.6426,0.000e+00
2.505880,0.000000,0.994411,12738.3912,12738.3912,0.000e+00
2.507460,0.000000,0.992920,13468.9845,13468.9845,0.000e+00
2.509040,0.000000,0.991432,14198.4244,14198.4244,0.000e+00
2.510620,0.000000,0.989945,14926.7127,14926.7127,0.000e+00
2.512200,0.000000,0.988462,15653.8512,15653.8512,0.000e+00
2.513780,0.000000,0.986980,16379.8416,16379.8416,0.000e+00
2.515360,0.000000,0.985501,17104.6860,17104.6860,0.000e+00
2.516940,0.000000,0.984024,17828.3859,17828.3859,0.000e+00
2.518520,0.000000,0.982549,18550.9433,18550.9433,0.000e+00
2.520100,0.000000,0.981077,19272.3600,19272.3600,0.000e+00
2.521680,0.000000,0.979607,19992.6377,19992.6377,0.000e+00
2.523260,0.000000,0.978139,20711.7782,20711.7782,0.000e+00
2.524840,0.000000,0.976674,21429.7834,21429.7834,0.000e+00
2.526420,0.000000,0.975211,22146.6551,22146.6551,0.000e+00
2.528000,0.000000,0.973750,22862.3949,22862.3949,0.000e+00
2.529580,0.000000,0.972292,23577.0048,23577.0048,0.000e+00
2.531160,0.000000,0.970836,24290.4865,24290.4865,0.000e+00
2.532740,0.000000,0.969382,25002.8417,25002.8417,0.000e+00
2.534320,0.000000,0.967930,25714.0723,25714.0723,0.000e+00
2.535900,0.000000,0.966481,26424.1801,26424.1801,0.000e+00
2.537480,0.000000,0.965034,27133.1667,27133.1667,0.000e+00
2.539060,0.000000,0.963590,27841.0340,27841.0340,0.000e+00
2.540640,0.000000,0.962147,28547.7838,28547.7838,0.000e+00
2.542220,0.000000,0.960707,29253.4177,29253.4177,0.000e+00
2.543800,0.000000,0.959270,29957.9376,29957.9376,0.000e+00
2.545380,0.000000,0.957834,30661.3453,30661.3453,0.000e+00
2.546960,0.000000,0.956401,31363.6424,31363.6424,0.000e+00
2.548540,0.000000,0.954970,32064.8308,32064.8308,0.000e+00
2.550120,0.000000,0.953541,32764.9122,32764.9122,0.000e+00
2.551700,0.000000,0.952115,33463.8883,33463.8883,0.000e+00
2.553280,0.000000,0.950690,34161.7608,34161.7608,0.000e+00
2.554860,0.000000,0.949268,34858.5316,34858.5316,0.000e+00
2.556440,0.000000,0.947849,35554.2024,35554.2024,0.000e+00
2.558020,0.000000,0.946431,36248.7748,36248.7748,0.000e+00
2.559600,0.000000,0.945016,36942.2507,36942.2507,0.000e+00
2.561180,0.000000,0.943603,37634.6317,37634.6317,0.000e+00
